Product,Region,Month,Units,AvgPrice_USD,Revenue_USD
Application Development,UAE,2023-05,79.1,4690.48,371030.96
Application Development,UAE,2023-06,82.9,4702.59,390027.05
Application Development,UAE,2023-07,87.5,4719.85,412929.55
Application Development,UAE,2023-08,92.3,4741.23,437847.85
Application Development,UAE,2023-09,91.8,4767.76,437514.78
Application Development,UAE,2023-10,93.4,4757.79,444484.08
Application Development,UAE,2023-11,92.3,4776.74,441012.21
Application Development,UAE,2023-12,96.9,4789.79,464269.35
Application Development,UAE,2024-01,99.7,4802.75,478958.33
Application Development,UAE,2024-02,105.6,4819.94,508927.57
Application Development,UAE,2024-03,106.8,4841.32,517070.8
Application Development,UAE,2024-04,112.3,4858.3,545418.29
Application Development,UAE,2024-05,113.9,4851.72,552665.16
Application Development,UAE,2024-06,111.6,4854.23,541749.65
Application Development,UAE,2024-07,113.3,4849.15,549510.82
Application Development,UAE,2024-08,118.9,4860.86,577819.2
Application Development,UAE,2024-09,126.8,4861.71,616461.62
Application Development,UAE,2024-10,129.9,4859.72,631158.71
Application Development,UAE,2024-11,135.5,4861.91,658892.33
Application Development,UAE,2024-12,136.3,4876.8,664909.88
Application Development,UAE,2025-01,134.3,4874.3,654496.3
Application Development,UAE,2025-02,134.0,4887.9,655005.4
Application Development,UAE,2025-03,134.7,4914.78,662041.61
Application Development,UAE,2025-04,138.9,4923.35,683739.46
Application Development,UAE,2025-05,139.2,4938.38,687515.48
Application Development,UAE,2025-06,147.3,4926.29,725828.69
Application Development,UAE,2025-07,155.8,4934.97,768858.15
Application Development,UAE,2025-08,154.8,4962.28,768348.99
Application Development,UAE,2025-09,151.9,4959.89,753381.29
Application Development,UAE,2025-10,148.5,4987.63,740780.58
Application Development,UAE,2025-11,153.2,5005.78,766842.38
Application Development,UAE,2025-12,153.0,4999.05,765099.29
Application Development,UAE,2026-01,150.2,5010.34,752589.63
Application Development,UAE,2026-02,159.6,5020.79,801335.98
Application Development,UAE,2026-03,167.4,5006.83,838194.16
Application Development,KSA,2023-04,71.5,1812.14,129491.84
Application Development,KSA,2023-05,73.8,1814.34,133950.73
Application Development,KSA,2023-06,72.7,1818.0,132241.58
Application Development,KSA,2023-07,72.6,1817.92,131973.69
Application Development,KSA,2023-08,75.5,1827.82,137942.54
Application Development,KSA,2023-09,74.6,1836.65,136983.85
Application Development,KSA,2023-10,76.1,1841.77,140100.04
Application Development,KSA,2023-11,77.7,1842.12,143106.05
Application Development,KSA,2023-12,77.7,1843.19,143188.95
Application Development,KSA,2024-01,79.0,1845.02,145697.05
Application Development,KSA,2024-02,80.5,1843.23,148467.32
Application Development,KSA,2024-03,81.0,1846.95,149627.73
Application Development,KSA,2024-04,79.9,1849.19,147744.95
Application Development,KSA,2024-05,78.7,1858.77,146336.16
Application Development,KSA,2024-06,79.8,1854.96,148028.57
Application Development,KSA,2024-07,84.4,1853.52,156498.84
Application Development,KSA,2024-08,84.1,1860.84,156539.62
Application Development,KSA,2024-09,87.9,1857.39,163225.56
Application Development,KSA,2024-10,88.0,1859.55,163550.01
Application Development,KSA,2024-11,86.3,1856.3,160180.99
Application Development,KSA,2024-12,84.8,1851.71,157031.12
Application Development,KSA,2025-01,87.8,1849.62,162373.04
Application Development,KSA,2025-02,87.8,1858.29,163095.32
Application Development,KSA,2025-03,90.8,1862.24,169117.12
Application Development,KSA,2025-04,92.3,1864.57,172109.78
Application Development,KSA,2025-05,97.4,1868.03,181859.11
Application Development,KSA,2025-06,100.5,1877.31,188714.68
Application Development,KSA,2025-07,102.8,1886.74,193950.99
Application Development,KSA,2025-08,108.0,1889.12,204062.86
Application Development,KSA,2025-09,107.6,1898.49,204285.82
Application Development,KSA,2025-10,110.6,1907.0,210981.53
Application Development,KSA,2025-11,114.1,1911.64,218188.87
Application Development,KSA,2025-12,111.9,1913.64,214141.66
Application Development,KSA,2026-01,110.4,1918.25,211800.51
Application Development,KSA,2026-02,109.3,1920.12,209887.01
Application Development,KSA,2026-03,112.7,1924.16,216917.51
Application Development,India,2023-04,139.9,3184.95,445438.14
Application Development,India,2023-05,138.5,3198.03,442773.49
Application Development,India,2023-06,135.9,3215.51,437014.2
Application Development,India,2023-07,134.6,3210.99,432262.58
Application Development,India,2023-08,141.3,3221.77,455180.62
Application Development,India,2023-09,148.6,3233.03,480344.83
Application Development,India,2023-10,149.0,3225.91,480789.63
Application Development,India,2023-11,145.1,3224.25,467955.02
Application Development,India,2023-12,144.6,3226.01,466524.73
Application Development,India,2024-01,152.3,3227.72,491721.4
Application Development,India,2024-02,152.3,3224.14,491142.34
Application Development,India,2024-03,150.5,3237.05,487235.72
Application Development,India,2024-04,157.6,3239.53,510637.2
Application Development,India,2024-05,154.8,3234.11,500572.49
Application Development,India,2024-06,160.4,3252.95,521828.95
Application Development,India,2024-07,166.5,3261.68,543125.95
Application Development,India,2024-08,169.1,3256.3,550768.07
Application Development,India,2024-09,178.8,3274.6,585655.26
Application Development,India,2024-10,180.6,3279.52,592268.01
Application Development,India,2024-11,181.1,3283.31,594482.72
Application Development,India,2024-12,177.0,3291.99,582786.98
Application Development,India,2025-01,186.9,3309.38,618564.3
Application Development,India,2025-02,197.7,3308.97,654096.85
Application Development,India,2025-03,201.1,3300.72,663871.37
Application Development,India,2025-04,212.6,3296.41,700829.91
Application Development,India,2025-05,221.5,3292.99,729476.65
Application Development,India,2025-06,215.9,3300.54,712692.01
Application Development,India,2025-07,227.9,3310.41,754528.56
Application Development,India,2025-08,226.3,3329.54,753406.55
Application Development,India,2025-09,227.3,3341.46,759637.73
Application Development,India,2025-10,230.1,3360.22,773194.07
Application Development,India,2025-11,243.6,3376.9,822483.17
Application Development,India,2025-12,243.4,3378.0,822212.86
Application Development,India,2026-01,246.1,3382.44,832484.4
Application Development,India,2026-02,252.0,3381.7,852193.52
Application Development,India,2026-03,255.9,3372.41,863163.31
Application Development,UK,2023-04,53.4,5353.24,285858.96
Application Development,UK,2023-05,56.0,5354.22,299611.76
Application Development,UK,2023-06,58.5,5374.82,314323.16
Application Development,UK,2023-07,59.1,5400.48,319232.98
Application Development,UK,2023-08,59.1,5424.25,320352.8
Application Development,UK,2023-09,57.8,5422.46,313535.31
Application Development,UK,2023-10,58.4,5415.99,316475.85
Application Development,UK,2023-11,57.5,5414.98,311402.63
Application Development,UK,2023-12,57.0,5446.14,310601.25
Application Development,UK,2024-01,59.4,5469.88,325089.17
Application Development,UK,2024-02,60.6,5458.8,330938.49
Application Development,UK,2024-03,63.0,5491.18,346091.16
Application Development,UK,2024-04,63.6,5508.04,350355.83
Application Development,UK,2024-05,64.0,5532.02,353941.39
Application Development,UK,2024-06,64.4,5544.3,356867.22
Application Development,UK,2024-07,64.6,5548.22,358175.53
Application Development,UK,2024-08,63.1,5577.94,351782.62
Application Development,UK,2024-09,66.7,5607.31,373855.11
Application Development,UK,2024-10,66.3,5601.54,371217.2
Application Development,UK,2024-11,69.0,5592.47,385802.83
Application Development,UK,2024-12,70.7,5595.58,395687.01
Application Development,UK,2025-01,70.6,5591.7,394592.19
Application Development,UK,2025-02,69.6,5575.36,387871.62
Application Development,UK,2025-03,68.7,5607.35,385291.14
Application Development,UK,2025-04,67.7,5595.2,378602.22
Application Development,UK,2025-05,67.5,5596.19,377660.03
Application Development,UK,2025-06,71.3,5611.33,400204.81
Application Development,UK,2025-07,74.9,5604.5,419568.69
Application Development,UK,2025-08,77.2,5599.28,432423.98
Application Development,UK,2025-09,77.9,5584.75,435304.03
Application Development,UK,2025-10,76.3,5575.23,425653.66
Application Development,UK,2025-11,77.3,5569.24,430427.47
Application Development,UK,2025-12,76.5,5594.95,428078.81
Application Development,UK,2026-01,74.8,5582.07,417408.67
Application Development,UK,2026-02,78.2,5573.12,435569.71
Application Development,UK,2026-03,80.3,5563.56,446546.39
Application Development,USA,2023-04,31.1,5227.29,162694.54
Application Development,USA,2023-05,33.0,5220.55,172062.21
Application Development,USA,2023-06,32.4,5233.43,169696.35
Application Development,USA,2023-07,32.5,5221.82,169913.65
Application Development,USA,2023-08,34.5,5237.51,180628.92
Application Development,USA,2023-09,36.4,5248.56,190960.71
Application Development,USA,2023-10,38.3,5259.12,201211.16
Application Development,USA,2023-11,37.2,5281.46,196458.97
Application Development,USA,2023-12,38.4,5297.35,203252.2
Application Development,USA,2024-01,40.0,5290.9,211851.77
Application Development,USA,2024-02,39.0,5301.02,206924.21
Application Development,USA,2024-03,39.8,5295.25,210604.13
Application Development,USA,2024-04,42.2,5293.38,223317.52
Application Development,USA,2024-05,42.8,5299.31,226985.24
Application Development,USA,2024-06,44.0,5285.81,232438.63
Application Development,USA,2024-07,46.6,5294.02,246479.87
Application Development,USA,2024-08,46.5,5297.16,246177.04
Application Development,USA,2024-09,49.2,5299.25,260826.32
Application Development,USA,2024-10,49.1,5310.16,260837.45
Application Development,USA,2024-11,49.6,5326.93,264057.35
Application Development,USA,2024-12,48.1,5357.35,257696.37
Application Development,USA,2025-01,49.4,5351.42,264504.66
Application Development,USA,2025-02,49.8,5343.01,265956.13
Application Development,USA,2025-03,51.4,5344.1,274513.81
Application Development,USA,2025-04,53.2,5353.53,284951.7
Application Development,USA,2025-05,53.2,5346.18,284681.11
Application Development,USA,2025-06,55.5,5350.69,296746.08
Application Development,USA,2025-07,56.7,5372.82,304479.57
Application Development,USA,2025-08,56.9,5384.05,306399.89
Application Development,USA,2025-09,59.6,5378.1,320521.05
Application Development,USA,2025-10,62.8,5368.88,336915.65
Application Development,USA,2025-11,63.4,5392.14,341981.09
Application Development,USA,2025-12,64.3,5406.63,347799.23
Application Development,USA,2026-01,64.2,5430.7,348503.75
Application Development,USA,2026-02,64.7,5440.81,351760.83
Application Development,USA,2026-03,66.9,5459.33,365375.43
Application Development,Rest of GCC,2023-04,37.3,2038.76,76021.2
Application Development,Rest of GCC,2023-05,38.6,2037.07,78612.92
Application Development,Rest of GCC,2023-06,39.8,2047.0,81512.71
Application Development,Rest of GCC,2023-07,42.3,2048.53,86704.33
Application Development,Rest of GCC,2023-08,41.6,2048.9,85266.01
Application Development,Rest of GCC,2023-09,44.1,2048.25,90283.05
Application Development,Rest of GCC,2023-10,45.8,2049.23,93952.31
Application Development,Rest of GCC,2023-11,46.9,2061.16,96723.06
Application Development,Rest of GCC,2023-12,49.4,2062.32,101910.14
Application Development,Rest of GCC,2024-01,50.4,2066.32,104094.04
Application Development,Rest of GCC,2024-02,52.5,2074.0,108950.72
Application Development,Rest of GCC,2024-03,54.5,2085.62,113624.68
Application Development,Rest of GCC,2024-04,57.7,2090.93,120709.74
Application Development,Rest of GCC,2024-05,57.1,2102.94,120077.72
Application Development,Rest of GCC,2024-06,58.7,2115.27,124254.97
Application Development,Rest of GCC,2024-07,62.0,2123.28,131561.11
Application Development,Rest of GCC,2024-08,64.2,2132.13,136825.8
Application Development,Rest of GCC,2024-09,66.3,2143.18,142066.24
Application Development,Rest of GCC,2024-10,66.7,2146.78,143229.67
Application Development,Rest of GCC,2024-11,67.6,2154.0,145524.53
Application Development,Rest of GCC,2024-12,68.3,2149.22,146898.49
Application Development,Rest of GCC,2025-01,70.7,2148.06,151886.79
Application Development,Rest of GCC,2025-02,74.3,2160.46,160587.1
Application Development,Rest of GCC,2025-03,73.9,2166.73,160153.64
Application Development,Rest of GCC,2025-04,77.8,2170.85,168949.47
Application Development,Rest of GCC,2025-05,79.6,2166.71,172558.27
Application Development,Rest of GCC,2025-06,81.8,2163.92,176902.45
Application Development,Rest of GCC,2025-07,83.1,2168.84,180215.09
Application Development,Rest of GCC,2025-08,87.0,2174.93,189224.0
Application Development,Rest of GCC,2025-09,91.0,2172.39,197644.86
Application Development,Rest of GCC,2025-10,96.6,2177.65,210357.65
Application Development,Rest of GCC,2025-11,101.0,2183.5,220471.61
Application Development,Rest of GCC,2025-12,103.9,2192.81,227896.38
Application Development,Rest of GCC,2026-01,102.1,2199.52,224462.94
Application Development,Rest of GCC,2026-02,100.8,2211.34,222964.66
Application Development,Rest of GCC,2026-03,98.4,2212.38,217750.29
Data & Analytics,UAE,2023-04,86.4,5154.92,445495.88
Data & Analytics,UAE,2023-05,88.2,5156.33,454734.88
Data & Analytics,UAE,2023-06,87.1,5183.93,451436.14
Data & Analytics,UAE,2023-07,86.2,5206.92,448825.77
Data & Analytics,UAE,2023-08,88.4,5223.43,461798.41
Data & Analytics,UAE,2023-09,91.0,5221.45,475211.57
Data & Analytics,UAE,2023-10,88.1,5231.78,461048.81
Data & Analytics,UAE,2023-11,85.9,5238.93,450162.13
Data & Analytics,UAE,2023-12,84.6,5228.97,442340.69
Data & Analytics,UAE,2024-01,86.4,5233.35,452365.78
Data & Analytics,UAE,2024-02,85.1,5256.92,447510.9
Data & Analytics,UAE,2024-03,83.8,5257.6,440602.89
Data & Analytics,UAE,2024-04,81.2,5281.96,429137.77
Data & Analytics,UAE,2024-05,80.4,5297.64,426132.02
Data & Analytics,UAE,2024-06,81.2,5312.05,431247.31
Data & Analytics,UAE,2024-07,81.5,5323.62,433927.2
Data & Analytics,UAE,2024-08,84.0,5308.02,445798.97
Data & Analytics,UAE,2024-09,81.3,5297.12,430805.51
Data & Analytics,UAE,2024-10,83.0,5328.8,442322.28
Data & Analytics,UAE,2024-11,86.0,5358.43,460691.59
Data & Analytics,UAE,2024-12,86.1,5358.88,461640.16
Data & Analytics,UAE,2025-01,90.9,5353.06,486453.35
Data & Analytics,UAE,2025-02,94.2,5382.24,507002.99
Data & Analytics,UAE,2025-03,98.4,5391.75,530732.03
Data & Analytics,UAE,2025-04,97.6,5386.18,525504.65
Data & Analytics,UAE,2025-05,102.1,5414.12,552645.75
Data & Analytics,UAE,2025-06,103.2,5416.04,559187.03
Data & Analytics,UAE,2025-07,100.6,5413.67,544654.02
Data & Analytics,UAE,2025-08,101.9,5418.64,551997.63
Data & Analytics,UAE,2025-09,99.7,5425.07,540658.44
Data & Analytics,UAE,2025-10,102.1,5452.64,556811.6
Data & Analytics,UAE,2025-11,105.2,5458.47,574375.01
Data & Analytics,UAE,2025-12,103.1,5449.0,561876.7
Data & Analytics,UAE,2026-01,108.8,5477.09,596181.02
Data & Analytics,UAE,2026-02,113.7,5463.29,621079.98
Data & Analytics,UAE,2026-03,116.5,5479.19,638078.97
Data & Analytics,KSA,2023-04,125.5,4101.05,514545.35
Data & Analytics,KSA,2023-05,125.7,4115.08,517115.06
Data & Analytics,KSA,2023-06,130.0,4109.35,534138.01
Data & Analytics,KSA,2023-07,129.3,4101.21,530106.0
Data & Analytics,KSA,2023-08,134.0,4089.37,547924.0
Data & Analytics,KSA,2023-09,135.3,4099.2,554705.02
Data & Analytics,KSA,2023-10,140.8,4093.47,576441.08
Data & Analytics,KSA,2023-11,146.4,4101.32,600368.46
Data & Analytics,KSA,2023-12,144.7,4116.18,595541.73
Data & Analytics,KSA,2024-01,145.8,4130.19,602182.22
Data & Analytics,KSA,2024-02,147.4,4131.21,608860.26
Data & Analytics,KSA,2024-03,152.6,4120.42,628912.92
Data & Analytics,KSA,2024-04,151.2,4116.22,622418.99
Data & Analytics,KSA,2024-05,148.9,4121.19,613641.26
Data & Analytics,KSA,2024-06,150.0,4119.58,617915.7
Data & Analytics,KSA,2024-07,153.6,4140.79,636052.22
Data & Analytics,KSA,2024-08,152.9,4161.56,636272.58
Data & Analytics,KSA,2024-09,156.1,4150.07,647761.6
Data & Analytics,KSA,2024-10,163.0,4140.73,674882.87
Data & Analytics,KSA,2024-11,165.7,4132.44,684623.59
Data & Analytics,KSA,2024-12,173.8,4156.76,722498.7
Data & Analytics,KSA,2025-01,177.0,4175.32,739159.22
Data & Analytics,KSA,2025-02,181.4,4190.48,760241.52
Data & Analytics,KSA,2025-03,192.8,4178.18,805655.94
Data & Analytics,KSA,2025-04,193.8,4178.17,809631.48
Data & Analytics,KSA,2025-05,198.1,4198.52,831534.04
Data & Analytics,KSA,2025-06,206.9,4202.26,869434.78
Data & Analytics,KSA,2025-07,206.3,4190.25,864410.0
Data & Analytics,KSA,2025-08,204.5,4200.87,859087.35
Data & Analytics,KSA,2025-09,205.1,4206.54,862842.05
Data & Analytics,KSA,2025-10,215.3,4229.61,910509.77
Data & Analytics,KSA,2025-11,214.1,4249.55,910018.09
Data & Analytics,KSA,2025-12,214.5,4262.57,914227.36
Data & Analytics,KSA,2026-01,216.3,4257.35,921053.92
Data & Analytics,KSA,2026-02,223.1,4255.35,949457.31
Data & Analytics,KSA,2026-03,219.2,4268.04,935597.35
Data & Analytics,India,2023-04,52.2,3223.23,168215.72
Data & Analytics,India,2023-05,51.4,3222.01,165517.32
Data & Analytics,India,2023-06,54.1,3225.29,174613.78
Data & Analytics,India,2023-07,53.6,3230.03,173224.94
Data & Analytics,India,2023-08,53.2,3233.48,172059.28
Data & Analytics,India,2023-09,54.0,3245.14,175126.57
Data & Analytics,India,2023-10,55.1,3256.61,179306.23
Data & Analytics,India,2023-11,58.4,3265.9,190603.79
Data & Analytics,India,2023-12,58.7,3275.5,192145.44
Data & Analytics,India,2024-01,61.3,3275.69,200793.73
Data & Analytics,India,2024-02,62.3,3275.35,203943.14
Data & Analytics,India,2024-03,64.4,3265.75,210399.35
Data & Analytics,India,2024-04,65.4,3260.76,213158.04
Data & Analytics,India,2024-05,64.4,3269.8,210461.48
Data & Analytics,India,2024-06,68.1,3267.12,222629.73
Data & Analytics,India,2024-07,70.6,3273.45,230944.44
Data & Analytics,India,2024-08,72.0,3267.1,235283.17
Data & Analytics,India,2024-09,74.3,3283.99,244095.52
Data & Analytics,India,2024-10,72.9,3284.81,239590.1
Data & Analytics,India,2024-11,71.3,3279.61,233858.23
Data & Analytics,India,2024-12,74.5,3277.32,244106.34
Data & Analytics,India,2025-01,75.1,3273.25,245819.04
Data & Analytics,India,2025-02,75.4,3264.35,246200.54
Data & Analytics,India,2025-03,79.2,3272.08,259110.36
Data & Analytics,India,2025-04,79.4,3267.53,259400.5
Data & Analytics,India,2025-05,77.3,3266.98,252409.34
Data & Analytics,India,2025-06,75.4,3270.97,246514.66
Data & Analytics,India,2025-07,77.9,3269.2,254824.12
Data & Analytics,India,2025-08,82.3,3282.99,270196.46
Data & Analytics,India,2025-09,85.2,3286.76,279917.9
Data & Analytics,India,2025-10,87.7,3284.93,288205.76
Data & Analytics,India,2025-11,87.9,3299.08,289853.3
Data & Analytics,India,2025-12,88.7,3302.12,292855.04
Data & Analytics,India,2026-01,90.1,3304.26,297679.67
Data & Analytics,India,2026-02,88.9,3313.9,294722.78
Data & Analytics,India,2026-03,87.5,3332.45,291721.21
Data & Analytics,UK,2023-04,96.0,5434.51,521461.13
Data & Analytics,UK,2023-05,98.7,5444.76,537436.05
Data & Analytics,UK,2023-06,96.6,5440.51,525321.57
Data & Analytics,UK,2023-07,102.4,5449.71,557974.31
Data & Analytics,UK,2023-08,104.8,5478.18,574064.96
Data & Analytics,UK,2023-09,102.7,5498.88,564710.61
Data & Analytics,UK,2023-10,107.6,5523.01,594294.77
Data & Analytics,UK,2023-11,107.8,5526.66,595542.3
Data & Analytics,UK,2023-12,112.4,5530.09,621743.19
Data & Analytics,UK,2024-01,113.7,5558.39,631722.88
Data & Analytics,UK,2024-02,116.4,5558.64,646988.96
Data & Analytics,UK,2024-03,115.8,5561.93,644336.43
Data & Analytics,UK,2024-04,112.8,5569.47,628148.87
Data & Analytics,UK,2024-05,115.3,5592.37,645012.85
Data & Analytics,UK,2024-06,116.7,5591.02,652508.54
Data & Analytics,UK,2024-07,114.1,5619.51,641244.38
Data & Analytics,UK,2024-08,119.8,5626.25,674185.23
Data & Analytics,UK,2024-09,125.1,5615.9,702288.45
Data & Analytics,UK,2024-10,123.2,5609.45,690823.39
Data & Analytics,UK,2024-11,119.6,5628.16,673235.7
Data & Analytics,UK,2024-12,120.0,5622.92,674478.06
Data & Analytics,UK,2025-01,121.4,5650.28,685942.03
Data & Analytics,UK,2025-02,122.7,5666.75,695514.01
Data & Analytics,UK,2025-03,122.8,5659.42,694810.72
Data & Analytics,UK,2025-04,120.9,5673.88,685761.63
Data & Analytics,UK,2025-05,121.2,5686.89,689449.96
Data & Analytics,UK,2025-06,125.3,5697.06,713959.37
Data & Analytics,UK,2025-07,127.7,5708.46,728713.74
Data & Analytics,UK,2025-08,133.1,5709.87,759701.79
Data & Analytics,UK,2025-09,135.3,5701.72,771221.81
Data & Analytics,UK,2025-10,137.0,5693.41,779847.72
Data & Analytics,UK,2025-11,140.6,5724.98,804744.05
Data & Analytics,UK,2025-12,139.2,5745.15,799895.27
Data & Analytics,UK,2026-01,144.1,5774.03,831802.39
Data & Analytics,UK,2026-02,148.1,5765.19,853778.74
Data & Analytics,UK,2026-03,155.9,5749.46,896527.28
Data & Analytics,USA,2023-04,90.3,2864.23,258757.16
Data & Analytics,USA,2023-05,92.8,2869.26,266156.03
Data & Analytics,USA,2023-06,96.6,2868.04,277032.16
Data & Analytics,USA,2023-07,96.4,2862.93,275875.99
Data & Analytics,USA,2023-08,97.6,2869.43,280093.9
Data & Analytics,USA,2023-09,96.9,2879.49,279033.32
Data & Analytics,USA,2023-10,97.6,2888.39,281951.29
Data & Analytics,USA,2023-11,96.0,2885.96,277058.5
Data & Analytics,USA,2023-12,93.9,2896.34,272107.15
Data & Analytics,USA,2024-01,94.8,2899.49,274983.23
Data & Analytics,USA,2024-02,93.6,2916.13,272877.17
Data & Analytics,USA,2024-03,94.9,2916.14,276879.72
Data & Analytics,USA,2024-04,100.7,2913.31,293449.91
Data & Analytics,USA,2024-05,100.0,2912.75,291318.53
Data & Analytics,USA,2024-06,97.2,2914.24,283256.31
Data & Analytics,USA,2024-07,95.8,2927.85,280580.33
Data & Analytics,USA,2024-08,96.7,2924.19,282749.16
Data & Analytics,USA,2024-09,96.3,2916.97,280969.03
Data & Analytics,USA,2024-10,95.9,2931.26,281046.58
Data & Analytics,USA,2024-11,94.0,2932.97,275565.0
Data & Analytics,USA,2024-12,93.0,2947.46,273999.1
Data & Analytics,USA,2025-01,98.7,2943.32,290377.28
Data & Analytics,USA,2025-02,103.7,2940.1,304890.74
Data & Analytics,USA,2025-03,102.4,2954.27,302426.24
Data & Analytics,USA,2025-04,104.6,2950.24,308734.69
Data & Analytics,USA,2025-05,103.7,2951.07,306144.74
Data & Analytics,USA,2025-06,101.1,2949.54,298178.93
Data & Analytics,USA,2025-07,101.6,2961.91,300833.96
Data & Analytics,USA,2025-08,99.8,2977.22,297015.54
Data & Analytics,USA,2025-09,102.9,2976.5,306142.52
Data & Analytics,USA,2025-10,102.5,2975.35,304870.43
Data & Analytics,USA,2025-11,100.9,2968.5,299597.2
Data & Analytics,USA,2025-12,102.3,2966.68,303637.43
Data & Analytics,USA,2026-01,104.8,2965.61,310813.89
Data & Analytics,USA,2026-02,107.2,2969.47,318456.55
Data & Analytics,USA,2026-03,107.0,2981.01,319010.96
Data & Analytics,Rest of GCC,2023-04,20.0,4249.68,85040.9
Data & Analytics,Rest of GCC,2023-05,20.0,4246.02,85091.39
Data & Analytics,Rest of GCC,2023-06,19.7,4247.31,83759.79
Data & Analytics,Rest of GCC,2023-07,19.5,4238.82,82654.33
Data & Analytics,Rest of GCC,2023-08,20.7,4241.67,87954.36
Data & Analytics,Rest of GCC,2023-09,21.6,4253.44,91968.69
Data & Analytics,Rest of GCC,2023-10,21.4,4250.31,90972.36
Data & Analytics,Rest of GCC,2023-11,21.6,4244.37,91700.38
Data & Analytics,Rest of GCC,2023-12,22.2,4250.78,94454.76
Data & Analytics,Rest of GCC,2024-01,22.5,4247.71,95747.16
Data & Analytics,Rest of GCC,2024-02,23.5,4247.33,99621.25
Data & Analytics,Rest of GCC,2024-03,24.2,4258.35,103231.76
Data & Analytics,Rest of GCC,2024-04,24.8,4264.58,105686.28
Data & Analytics,Rest of GCC,2024-05,25.9,4273.66,110557.13
Data & Analytics,Rest of GCC,2024-06,25.5,4270.07,108789.14
Data & Analytics,Rest of GCC,2024-07,24.8,4275.12,106110.96
Data & Analytics,Rest of GCC,2024-08,26.0,4272.34,111127.8
Data & Analytics,Rest of GCC,2024-09,27.7,4284.55,118541.32
Data & Analytics,Rest of GCC,2024-10,29.0,4280.19,123964.11
Data & Analytics,Rest of GCC,2024-11,28.9,4301.38,124505.64
Data & Analytics,Rest of GCC,2024-12,28.7,4315.08,123683.26
Data & Analytics,Rest of GCC,2025-01,28.5,4315.33,123128.9
Data & Analytics,Rest of GCC,2025-02,29.0,4336.89,125792.15
Data & Analytics,Rest of GCC,2025-03,28.7,4336.54,124486.4
Data & Analytics,Rest of GCC,2025-04,28.5,4326.51,123203.28
Data & Analytics,Rest of GCC,2025-05,29.6,4317.1,127873.88
Data & Analytics,Rest of GCC,2025-06,29.5,4342.21,128226.5
Data & Analytics,Rest of GCC,2025-07,31.2,4338.51,135368.11
Data & Analytics,Rest of GCC,2025-08,31.8,4350.48,138147.54
Data & Analytics,Rest of GCC,2025-09,33.3,4352.47,145045.7
Data & Analytics,Rest of GCC,2025-10,33.0,4347.46,143340.11
Data & Analytics,Rest of GCC,2025-11,32.3,4366.42,140851.46
Data & Analytics,Rest of GCC,2025-12,31.6,4363.88,138027.65
Data & Analytics,Rest of GCC,2026-01,32.0,4367.51,139800.75
Data & Analytics,Rest of GCC,2026-02,33.3,4377.62,145908.67
Data & Analytics,Rest of GCC,2026-03,32.8,4365.53,143245.93
Advisory & Consulting,UAE,2023-04,226.1,4440.76,1003853.11
Advisory & Consulting,UAE,2023-05,231.9,4462.64,1034788.73
Advisory & Consulting,UAE,2023-06,228.1,4483.73,1022937.41
Advisory & Consulting,UAE,2023-07,222.7,4507.11,1003934.42
Advisory & Consulting,UAE,2023-08,228.3,4521.99,1032333.13
Advisory & Consulting,UAE,2023-09,222.3,4522.19,1005416.88
Advisory & Consulting,UAE,2023-10,224.4,4543.2,1019345.92
Advisory & Consulting,UAE,2023-11,223.2,4532.98,1011710.86
Advisory & Consulting,UAE,2023-12,228.4,4523.56,1033244.21
Advisory & Consulting,UAE,2024-01,240.4,4522.95,1087285.32
Advisory & Consulting,UAE,2024-02,236.3,4549.72,1075289.6
Advisory & Consulting,UAE,2024-03,231.1,4537.88,1048816.65
Advisory & Consulting,UAE,2024-04,243.4,4555.36,1108973.12
Advisory & Consulting,UAE,2024-05,240.4,4581.99,1101576.29
Advisory & Consulting,UAE,2024-06,236.9,4606.53,1091459.44
Advisory & Consulting,UAE,2024-07,243.3,4609.94,1121782.32
Advisory & Consulting,UAE,2024-08,258.2,4631.8,1195914.51
Advisory & Consulting,UAE,2024-09,273.2,4644.53,1268807.46
Advisory & Consulting,UAE,2024-10,267.9,4637.82,1242628.2
Advisory & Consulting,UAE,2024-11,273.5,4660.99,1274992.69
Advisory & Consulting,UAE,2024-12,272.1,4676.46,1272271.44
Advisory & Consulting,UAE,2025-01,277.6,4668.36,1295953.78
Advisory & Consulting,UAE,2025-02,270.3,4673.77,1263537.82
Advisory & Consulting,UAE,2025-03,272.1,4675.77,1272245.95
Advisory & Consulting,UAE,2025-04,279.0,4688.53,1308278.52
Advisory & Consulting,UAE,2025-05,295.3,4695.79,1386710.21
Advisory & Consulting,UAE,2025-06,293.6,4683.07,1375061.0
Advisory & Consulting,UAE,2025-07,286.6,4671.86,1339026.35
Advisory & Consulting,UAE,2025-08,280.4,4693.09,1315832.15
Advisory & Consulting,UAE,2025-09,275.6,4695.58,1294059.66
Advisory & Consulting,UAE,2025-10,283.6,4690.91,1330134.68
Advisory & Consulting,UAE,2025-11,287.8,4687.25,1348970.56
Advisory & Consulting,UAE,2025-12,301.4,4711.89,1420212.65
Advisory & Consulting,UAE,2026-01,294.4,4739.3,1395167.08
Advisory & Consulting,UAE,2026-02,301.2,4732.32,1425410.54
Advisory & Consulting,UAE,2026-03,311.6,4754.03,1481540.94
