InvoiceID,InvoiceDate,Client,BusinessUnit,Region,Revenue,COGS,GrossMargin,PaymentStatus
INV-100254,2024-05-28,Ironclad Public Utilities,Retail & Consumer,USA,152537.6,102595.55,49942.05,Paid
INV-100255,2024-06-06,Willow Pharma,Banking & Financial Services,India,40921.16,23350.43,17570.73,Paid
INV-100256,2024-06-13,BlueHarbor Financial,Public Sector,USA,30799.52,16578.81,14220.71,Paid
INV-100257,2024-06-12,Apex Manufacturing,Public Sector,USA,80248.11,39602.69,40645.42,Paid
INV-100258,2024-06-24,Ironclad Public Utilities,Public Sector,USA,124342.86,60367.66,63975.2,Overdue
INV-100259,2024-06-24,Granite Construction Group,Public Sector,KSA,46114.52,28722.15,17392.37,Outstanding
INV-100260,2024-06-15,Zenith Media,Technology & Telecom,USA,99113.91,60789.2,38324.71,Overdue
INV-100261,2024-06-09,Solstice Retail Co,Retail & Consumer,UK,10187.24,4868.75,5318.49,Outstanding
INV-100262,2024-06-20,Solstice Retail Co,Banking & Financial Services,USA,175712.3,111703.87,64008.43,Paid
INV-100263,2024-06-25,Meridian Health Group,Retail & Consumer,KSA,114752.69,71328.92,43423.77,Overdue
INV-100264,2024-06-03,Meridian Health Group,Healthcare & Life Sciences,KSA,79233.82,36189.74,43044.08,Paid
INV-100265,2024-06-20,Horizon Insurance,Banking & Financial Services,UK,172600.49,83497.67,89102.82,Paid
INV-100266,2024-06-24,Granite Construction Group,Retail & Consumer,KSA,158964.55,103369.0,55595.55,Overdue
INV-100267,2024-06-26,Meridian Health Group,Healthcare & Life Sciences,India,28922.95,14373.23,14549.72,Overdue
INV-100268,2024-06-16,Apex Manufacturing,Retail & Consumer,KSA,167500.6,107875.71,59624.89,Paid
INV-100269,2024-06-27,Northbridge Bank,Public Sector,USA,103605.88,61978.93,41626.95,Paid
INV-100270,2024-06-20,Horizon Insurance,Healthcare & Life Sciences,KSA,60542.71,27402.36,33140.35,Paid
INV-100271,2024-06-01,Northbridge Bank,Public Sector,KSA,49335.21,31637.67,17697.54,Overdue
INV-100272,2024-06-04,Keystone Energy,Technology & Telecom,UK,83774.97,55857.31,27917.66,Overdue
INV-100273,2024-06-19,Horizon Insurance,Public Sector,USA,78920.14,52129.59,26790.55,Outstanding
INV-100274,2024-06-01,Keystone Energy,Banking & Financial Services,India,79206.79,38042.46,41164.33,Paid
INV-100275,2024-06-20,Apex Manufacturing,Retail & Consumer,KSA,119146.72,53692.16,65454.56,Paid
INV-100276,2024-06-16,BlueHarbor Financial,Banking & Financial Services,USA,84218.58,44352.64,39865.94,Paid
INV-100277,2024-06-10,Granite Construction Group,Retail & Consumer,UAE,62802.76,39750.54,23052.22,Outstanding
INV-100278,2024-06-22,Horizon Insurance,Banking & Financial Services,KSA,64283.82,43186.13,21097.69,Paid
INV-100279,2024-06-02,Apex Manufacturing,Public Sector,India,158524.38,74870.21,83654.17,Outstanding
INV-100280,2024-06-12,Apex Manufacturing,Technology & Telecom,KSA,121698.35,56815.26,64883.09,Paid
INV-100281,2024-06-06,Vantage Telecom,Technology & Telecom,UAE,142089.77,88836.36,53253.41,Paid
INV-100282,2024-06-24,Solstice Retail Co,Retail & Consumer,USA,139725.32,81638.79,58086.53,Paid
INV-100283,2024-06-02,Ironclad Public Utilities,Healthcare & Life Sciences,USA,93717.43,46698.69,47018.74,Paid
INV-100284,2024-06-28,Horizon Insurance,Healthcare & Life Sciences,India,158765.79,82783.19,75982.6,Outstanding
INV-100285,2024-06-14,Horizon Insurance,Public Sector,USA,8015.12,4106.26,3908.86,Paid
INV-100286,2024-06-11,Apex Manufacturing,Public Sector,UK,161282.24,101305.79,59976.45,Paid
INV-100287,2024-06-25,Keystone Energy,Banking & Financial Services,UK,81196.38,37961.72,43234.66,Overdue
INV-100288,2024-06-28,Meridian Health Group,Technology & Telecom,UAE,181009.9,110100.01,70909.89,Paid
INV-100289,2024-06-18,Meridian Health Group,Technology & Telecom,KSA,178099.41,86963.36,91136.05,Overdue
INV-100290,2024-06-09,CedarPoint Logistics,Banking & Financial Services,India,70246.52,34722.48,35524.04,Paid
INV-100291,2024-06-12,Ironclad Public Utilities,Banking & Financial Services,USA,148677.1,84306.34,64370.76,Paid
INV-100292,2024-06-09,Coral Bay Hospitality,Banking & Financial Services,UAE,64810.09,41613.82,23196.27,Paid
INV-100293,2024-06-22,Willow Pharma,Public Sector,UK,126426.61,64128.83,62297.78,Paid
INV-100294,2024-06-01,Keystone Energy,Technology & Telecom,UAE,122450.41,78232.27,44218.14,Paid
INV-100295,2024-06-01,Horizon Insurance,Banking & Financial Services,USA,51511.9,33000.64,18511.26,Paid
INV-100296,2024-06-25,CedarPoint Logistics,Retail & Consumer,UAE,103504.99,70019.45,33485.54,Paid
INV-100297,2024-06-01,Ironclad Public Utilities,Public Sector,KSA,39543.36,25109.34,14434.02,Paid
INV-100298,2024-06-24,Ironclad Public Utilities,Technology & Telecom,UK,144103.34,90273.74,53829.6,Paid
INV-100299,2024-06-13,Vantage Telecom,Public Sector,India,170014.92,97778.52,72236.4,Paid
INV-100300,2024-06-13,Falcon Aerospace,Banking & Financial Services,UK,102549.54,46440.89,56108.65,Paid
INV-100301,2024-07-23,Ironclad Public Utilities,Retail & Consumer,UAE,179836.23,96732.36,83103.87,Paid
INV-100302,2024-07-11,Willow Pharma,Public Sector,KSA,161450.44,99477.08,61973.36,Paid
INV-100303,2024-07-15,Solstice Retail Co,Healthcare & Life Sciences,UAE,173059.68,101954.19,71105.49,Paid
INV-100304,2024-07-25,Horizon Insurance,Banking & Financial Services,USA,168695.3,110832.92,57862.38,Paid
INV-100305,2024-07-16,Apex Manufacturing,Banking & Financial Services,USA,135410.66,79780.9,55629.76,Paid
INV-100306,2024-07-20,Ironclad Public Utilities,Healthcare & Life Sciences,UAE,181291.49,111421.19,69870.3,Overdue
INV-100307,2024-07-07,Meridian Health Group,Public Sector,India,161220.53,75473.45,85747.08,Paid
INV-100308,2024-07-09,Granite Construction Group,Technology & Telecom,UK,25746.02,13571.13,12174.89,Outstanding
INV-100309,2024-07-08,CedarPoint Logistics,Public Sector,UAE,68695.11,43558.11,25137.0,Paid
INV-100310,2024-07-10,Falcon Aerospace,Banking & Financial Services,UAE,113137.93,61406.05,51731.88,Outstanding
INV-100311,2024-07-16,Granite Construction Group,Healthcare & Life Sciences,KSA,11201.83,5622.81,5579.02,Paid
INV-100312,2024-07-16,Apex Manufacturing,Technology & Telecom,India,72314.45,37173.87,35140.58,Paid
INV-100313,2024-07-03,Zenith Media,Public Sector,KSA,170580.5,111890.91,58689.59,Outstanding
INV-100314,2024-07-20,Granite Construction Group,Banking & Financial Services,India,77101.07,35997.61,41103.46,Overdue
INV-100315,2024-07-16,CedarPoint Logistics,Healthcare & Life Sciences,USA,56196.98,36616.37,19580.61,Paid
INV-100316,2024-07-25,BlueHarbor Financial,Healthcare & Life Sciences,UK,39824.95,20913.87,18911.08,Overdue
INV-100317,2024-07-24,BlueHarbor Financial,Banking & Financial Services,India,49079.78,22239.53,26840.25,Paid
INV-100318,2024-07-27,Meridian Health Group,Public Sector,India,10910.57,5848.21,5062.36,Outstanding
INV-100319,2024-07-13,Keystone Energy,Technology & Telecom,UAE,46246.48,24940.73,21305.75,Paid
INV-100320,2024-07-08,CedarPoint Logistics,Banking & Financial Services,UK,49861.21,26981.5,22879.71,Paid
INV-100321,2024-07-21,Zenith Media,Banking & Financial Services,India,15790.97,9760.63,6030.34,Paid
INV-100322,2024-07-19,Falcon Aerospace,Technology & Telecom,India,156223.28,92716.05,63507.23,Paid
INV-100323,2024-07-06,Northbridge Bank,Healthcare & Life Sciences,USA,15752.91,7517.31,8235.6,Paid
INV-100324,2024-07-20,Granite Construction Group,Healthcare & Life Sciences,UAE,33339.74,16040.04,17299.7,Paid
INV-100325,2024-07-12,CedarPoint Logistics,Healthcare & Life Sciences,KSA,143828.49,79942.13,63886.36,Overdue
INV-100326,2024-07-21,Apex Manufacturing,Public Sector,India,48933.94,23282.09,25651.85,Paid
INV-100327,2024-07-02,BlueHarbor Financial,Banking & Financial Services,UAE,118320.73,67761.41,50559.32,Paid
INV-100328,2024-07-10,Zenith Media,Technology & Telecom,India,170349.97,113781.88,56568.09,Paid
INV-100329,2024-07-10,Horizon Insurance,Retail & Consumer,USA,176472.01,81192.0,95280.01,Outstanding
INV-100330,2024-07-03,Ironclad Public Utilities,Retail & Consumer,India,171854.01,86232.85,85621.16,Paid
INV-100331,2024-07-13,Coral Bay Hospitality,Banking & Financial Services,USA,29377.28,16922.65,12454.63,Paid
INV-100332,2024-07-28,Falcon Aerospace,Retail & Consumer,USA,45410.96,29692.07,15718.89,Paid
INV-100333,2024-07-06,Granite Construction Group,Retail & Consumer,UK,181522.11,88235.55,93286.56,Overdue
INV-100334,2024-07-02,Granite Construction Group,Retail & Consumer,KSA,29832.59,17654.99,12177.6,Paid
INV-100335,2024-07-14,Willow Pharma,Technology & Telecom,UK,10136.68,6821.85,3314.83,Paid
INV-100336,2024-07-15,Granite Construction Group,Technology & Telecom,KSA,62798.66,34369.9,28428.76,Paid
INV-100337,2024-07-13,Horizon Insurance,Technology & Telecom,KSA,142125.19,93435.01,48690.18,Paid
INV-100338,2024-07-17,Solstice Retail Co,Healthcare & Life Sciences,India,149560.53,69465.51,80095.02,Paid
INV-100339,2024-07-03,Northbridge Bank,Banking & Financial Services,India,177016.03,107378.97,69637.06,Outstanding
INV-100340,2024-07-14,Vantage Telecom,Banking & Financial Services,UK,95977.93,45262.67,50715.26,Paid
INV-100341,2024-07-06,CedarPoint Logistics,Public Sector,UK,109258.45,58550.13,50708.32,Paid
INV-100342,2024-07-15,Horizon Insurance,Banking & Financial Services,KSA,51417.21,26997.7,24419.51,Overdue
INV-100343,2024-07-12,Horizon Insurance,Banking & Financial Services,UK,179447.36,110959.89,68487.47,Paid
INV-100344,2024-07-15,Meridian Health Group,Retail & Consumer,UK,111283.86,58250.77,53033.09,Paid
INV-100345,2024-07-14,Ironclad Public Utilities,Banking & Financial Services,USA,120788.83,69121.28,51667.55,Paid
INV-100346,2024-07-04,Zenith Media,Technology & Telecom,USA,46021.03,24203.49,21817.54,Outstanding
INV-100347,2024-08-18,Vantage Telecom,Retail & Consumer,USA,95596.62,56808.89,38787.73,Outstanding
INV-100348,2024-08-25,BlueHarbor Financial,Public Sector,UAE,74243.19,41413.05,32830.14,Paid
INV-100349,2024-08-09,Vantage Telecom,Technology & Telecom,UK,149828.13,70479.38,79348.75,Paid
INV-100350,2024-08-20,Zenith Media,Banking & Financial Services,UAE,107768.17,52559.26,55208.91,Paid
INV-100351,2024-08-05,BlueHarbor Financial,Technology & Telecom,KSA,46411.46,29961.89,16449.57,Overdue
INV-100352,2024-08-19,Willow Pharma,Technology & Telecom,KSA,147145.71,70725.6,76420.11,Paid
INV-100353,2024-08-05,Horizon Insurance,Retail & Consumer,UAE,40929.66,23696.4,17233.26,Paid
INV-100354,2024-08-15,Vantage Telecom,Healthcare & Life Sciences,UK,173454.52,113790.85,59663.67,Paid
INV-100355,2024-08-08,Ironclad Public Utilities,Public Sector,KSA,53716.85,29600.03,24116.82,Overdue
INV-100356,2024-08-21,Keystone Energy,Healthcare & Life Sciences,KSA,135604.62,88077.54,47527.08,Paid
INV-100357,2024-08-04,Northbridge Bank,Healthcare & Life Sciences,KSA,129423.86,58886.43,70537.43,Paid
INV-100358,2024-08-25,Willow Pharma,Banking & Financial Services,UAE,82920.53,40916.87,42003.66,Paid
INV-100359,2024-08-16,Coral Bay Hospitality,Retail & Consumer,India,32479.12,21798.4,10680.72,Paid
INV-100360,2024-08-26,Ironclad Public Utilities,Public Sector,USA,34435.09,20312.05,14123.04,Outstanding
INV-100361,2024-08-11,CedarPoint Logistics,Retail & Consumer,UAE,66101.26,33831.13,32270.13,Paid
INV-100362,2024-08-14,Keystone Energy,Technology & Telecom,UAE,169926.46,93763.74,76162.72,Overdue
INV-100363,2024-08-08,Willow Pharma,Public Sector,USA,20290.89,11702.9,8587.99,Paid
INV-100364,2024-08-07,Northbridge Bank,Banking & Financial Services,UK,147582.63,99836.21,47746.42,Paid
INV-100365,2024-08-15,Solstice Retail Co,Technology & Telecom,KSA,169709.14,95603.19,74105.95,Outstanding
INV-100366,2024-08-23,Vantage Telecom,Healthcare & Life Sciences,UAE,81307.64,50164.75,31142.89,Paid
INV-100367,2024-08-26,BlueHarbor Financial,Technology & Telecom,India,137230.05,62646.03,74584.02,Outstanding
INV-100368,2024-08-26,Northbridge Bank,Healthcare & Life Sciences,USA,71986.6,36335.18,35651.42,Paid
INV-100369,2024-08-10,CedarPoint Logistics,Public Sector,India,37995.43,21497.33,16498.1,Paid
INV-100370,2024-08-16,Falcon Aerospace,Retail & Consumer,UAE,136842.92,62762.53,74080.39,Paid
INV-100371,2024-08-22,Willow Pharma,Banking & Financial Services,KSA,166911.81,85485.08,81426.73,Paid
INV-100372,2024-08-05,Apex Manufacturing,Retail & Consumer,USA,37559.79,20819.09,16740.7,Paid
INV-100373,2024-08-02,Ironclad Public Utilities,Banking & Financial Services,UK,154981.94,70233.55,84748.39,Paid
INV-100374,2024-08-12,Willow Pharma,Technology & Telecom,KSA,150458.5,90627.59,59830.91,Paid
INV-100375,2024-08-15,Keystone Energy,Retail & Consumer,UK,137020.35,70569.13,66451.22,Paid
INV-100376,2024-08-17,CedarPoint Logistics,Public Sector,UK,122286.93,60903.68,61383.25,Paid
INV-100377,2024-08-23,Ironclad Public Utilities,Public Sector,UK,140495.4,90322.79,50172.61,Paid
INV-100378,2024-08-17,Zenith Media,Public Sector,UAE,53610.68,35393.55,18217.13,Paid
INV-100379,2024-08-01,Northbridge Bank,Public Sector,USA,165307.7,105332.34,59975.36,Paid
INV-100380,2024-08-14,Ironclad Public Utilities,Healthcare & Life Sciences,KSA,153767.65,96607.27,57160.38,Paid
INV-100381,2024-08-09,Vantage Telecom,Healthcare & Life Sciences,KSA,139918.38,94351.54,45566.84,Paid
INV-100382,2024-08-23,Meridian Health Group,Healthcare & Life Sciences,UAE,35779.88,20611.08,15168.8,Outstanding
INV-100383,2024-08-11,Granite Construction Group,Banking & Financial Services,UAE,66329.34,34246.69,32082.65,Paid
INV-100384,2024-08-15,Horizon Insurance,Banking & Financial Services,UAE,131865.18,64872.93,66992.25,Paid
INV-100385,2024-08-17,Willow Pharma,Healthcare & Life Sciences,KSA,169002.58,107793.68,61208.9,Paid
INV-100386,2024-08-06,Apex Manufacturing,Retail & Consumer,KSA,154327.83,102427.86,51899.97,Paid
INV-100387,2024-08-17,BlueHarbor Financial,Technology & Telecom,USA,131206.74,60980.85,70225.89,Outstanding
INV-100388,2024-08-18,Coral Bay Hospitality,Healthcare & Life Sciences,KSA,44290.23,25287.41,19002.82,Outstanding
INV-100389,2024-08-13,Northbridge Bank,Retail & Consumer,USA,180138.01,93082.41,87055.6,Outstanding
INV-100390,2024-08-24,Northbridge Bank,Technology & Telecom,UAE,182778.58,90655.17,92123.41,Paid
INV-100391,2024-08-19,Ironclad Public Utilities,Retail & Consumer,UK,62152.68,38655.64,23497.04,Overdue
INV-100392,2024-08-17,Coral Bay Hospitality,Retail & Consumer,UK,12336.75,7479.44,4857.31,Paid
INV-100393,2024-08-13,Falcon Aerospace,Technology & Telecom,USA,55673.1,34977.19,20695.91,Paid
INV-100394,2024-09-15,Coral Bay Hospitality,Healthcare & Life Sciences,UAE,159567.94,103297.65,56270.29,Paid
INV-100395,2024-09-19,Vantage Telecom,Technology & Telecom,UAE,16973.07,9757.66,7215.41,Paid
INV-100396,2024-09-14,BlueHarbor Financial,Banking & Financial Services,UK,78937.37,35656.33,43281.04,Paid
INV-100397,2024-09-09,CedarPoint Logistics,Retail & Consumer,UK,129135.94,70180.34,58955.6,Paid
INV-100398,2024-09-12,Apex Manufacturing,Public Sector,UK,65077.84,40535.02,24542.82,Outstanding
INV-100399,2024-09-01,CedarPoint Logistics,Banking & Financial Services,KSA,53093.53,29154.68,23938.85,Paid
INV-100400,2024-09-26,Northbridge Bank,Technology & Telecom,USA,87014.72,49583.99,37430.73,Paid
INV-100401,2024-09-03,Granite Construction Group,Public Sector,KSA,59537.11,27578.94,31958.17,Paid
INV-100402,2024-09-09,BlueHarbor Financial,Retail & Consumer,India,65542.01,31813.99,33728.02,Paid
INV-100403,2024-09-10,Horizon Insurance,Banking & Financial Services,USA,112204.93,62681.17,49523.76,Paid
INV-100404,2024-09-14,Solstice Retail Co,Healthcare & Life Sciences,KSA,101683.21,67090.01,34593.2,Paid
INV-100405,2024-09-24,Coral Bay Hospitality,Healthcare & Life Sciences,India,153243.06,99526.84,53716.22,Paid
INV-100406,2024-09-20,Apex Manufacturing,Banking & Financial Services,KSA,80253.04,36955.23,43297.81,Paid
INV-100407,2024-09-14,Granite Construction Group,Retail & Consumer,KSA,170186.33,96652.18,73534.15,Paid
INV-100408,2024-09-24,Solstice Retail Co,Banking & Financial Services,India,137444.0,78937.96,58506.04,Outstanding
INV-100409,2024-09-03,Vantage Telecom,Banking & Financial Services,USA,145504.06,74779.59,70724.47,Paid
INV-100410,2024-09-03,Horizon Insurance,Public Sector,UAE,111347.08,61201.86,50145.22,Overdue
INV-100411,2024-09-19,Apex Manufacturing,Public Sector,UK,161637.16,106912.98,54724.18,Outstanding
INV-100412,2024-09-04,Solstice Retail Co,Retail & Consumer,India,183235.78,105856.21,77379.57,Paid
INV-100413,2024-09-11,CedarPoint Logistics,Technology & Telecom,USA,55843.42,25298.86,30544.56,Paid
INV-100414,2024-09-23,Apex Manufacturing,Healthcare & Life Sciences,India,141371.45,75896.31,65475.14,Outstanding
INV-100415,2024-09-21,Horizon Insurance,Public Sector,UAE,109427.53,61782.9,47644.63,Paid
INV-100416,2024-09-21,Ironclad Public Utilities,Retail & Consumer,UAE,165223.99,96561.85,68662.14,Outstanding
INV-100417,2024-09-09,Northbridge Bank,Healthcare & Life Sciences,UK,8192.89,5038.32,3154.57,Paid
INV-100418,2024-09-17,Solstice Retail Co,Banking & Financial Services,KSA,179592.1,95429.51,84162.59,Overdue
INV-100419,2024-09-28,Granite Construction Group,Healthcare & Life Sciences,India,100143.46,59126.76,41016.7,Paid
INV-100420,2024-09-19,Apex Manufacturing,Healthcare & Life Sciences,India,35180.98,17671.13,17509.85,Outstanding
INV-100421,2024-09-12,Falcon Aerospace,Technology & Telecom,UK,58569.39,32240.16,26329.23,Overdue
INV-100422,2024-09-24,CedarPoint Logistics,Banking & Financial Services,India,19804.78,13008.8,6795.98,Paid
INV-100423,2024-09-25,Keystone Energy,Public Sector,KSA,43659.59,24676.31,18983.28,Paid
INV-100424,2024-09-13,Zenith Media,Public Sector,India,147247.29,83872.05,63375.24,Outstanding
INV-100425,2024-09-21,Granite Construction Group,Retail & Consumer,UAE,108987.62,53034.46,55953.16,Paid
INV-100426,2024-09-18,Solstice Retail Co,Technology & Telecom,UAE,138418.67,73768.39,64650.28,Paid
INV-100427,2024-09-16,Willow Pharma,Public Sector,India,37337.1,20408.37,16928.73,Paid
INV-100428,2024-09-07,Keystone Energy,Public Sector,KSA,25462.29,17210.06,8252.23,Paid
INV-100429,2024-09-21,BlueHarbor Financial,Technology & Telecom,KSA,157286.12,78507.22,78778.9,Paid
INV-100430,2024-09-03,CedarPoint Logistics,Banking & Financial Services,USA,171428.16,108615.63,62812.53,Outstanding
INV-100431,2024-09-13,Coral Bay Hospitality,Public Sector,KSA,60197.49,29119.74,31077.75,Paid
INV-100432,2024-09-19,Zenith Media,Retail & Consumer,USA,63296.44,37551.07,25745.37,Paid
INV-100433,2024-09-05,Keystone Energy,Technology & Telecom,KSA,49695.28,27622.56,22072.72,Paid
INV-100434,2024-09-19,Falcon Aerospace,Technology & Telecom,UAE,87704.87,49605.43,38099.44,Paid
INV-100435,2024-09-02,Solstice Retail Co,Healthcare & Life Sciences,KSA,91460.16,58564.74,32895.42,Paid
INV-100436,2024-09-23,Willow Pharma,Technology & Telecom,India,153834.21,100110.97,53723.24,Outstanding
INV-100437,2024-09-26,Falcon Aerospace,Technology & Telecom,UAE,126784.49,73155.1,53629.39,Outstanding
INV-100438,2024-09-26,Apex Manufacturing,Public Sector,India,132478.25,61766.43,70711.82,Outstanding
INV-100439,2024-09-03,BlueHarbor Financial,Technology & Telecom,India,63555.79,37273.57,26282.22,Outstanding
INV-100440,2024-09-15,Coral Bay Hospitality,Public Sector,UAE,157209.75,97824.99,59384.76,Outstanding
INV-100441,2024-09-02,Meridian Health Group,Retail & Consumer,USA,19469.95,10974.16,8495.79,Outstanding
INV-100442,2024-09-23,Ironclad Public Utilities,Retail & Consumer,India,98257.21,57967.89,40289.32,Paid
INV-100443,2024-09-17,Solstice Retail Co,Technology & Telecom,USA,45187.33,23073.65,22113.68,Outstanding
INV-100444,2024-09-01,BlueHarbor Financial,Healthcare & Life Sciences,USA,12045.18,5851.28,6193.9,Outstanding
INV-100445,2024-09-04,BlueHarbor Financial,Banking & Financial Services,KSA,50089.77,27138.84,22950.93,Paid
INV-100446,2024-09-03,Meridian Health Group,Public Sector,UAE,119870.17,63142.82,56727.35,Outstanding
INV-100447,2024-09-26,Keystone Energy,Public Sector,UAE,35379.48,20535.19,14844.29,Outstanding
INV-100448,2024-10-26,Falcon Aerospace,Technology & Telecom,UAE,98401.61,47309.28,51092.33,Paid
INV-100449,2024-10-25,Falcon Aerospace,Technology & Telecom,UAE,170027.28,91686.45,78340.83,Overdue
INV-100450,2024-10-16,Northbridge Bank,Banking & Financial Services,UAE,88478.64,42500.69,45977.95,Paid
INV-100451,2024-10-08,Ironclad Public Utilities,Public Sector,KSA,76609.14,45164.15,31444.99,Paid
INV-100452,2024-10-15,Horizon Insurance,Public Sector,UK,125059.47,73749.89,51309.58,Paid
INV-100453,2024-10-17,Vantage Telecom,Retail & Consumer,UAE,82467.99,43330.15,39137.84,Overdue
INV-100454,2024-10-12,BlueHarbor Financial,Public Sector,KSA,184388.24,91075.26,93312.98,Outstanding
INV-100455,2024-10-06,Northbridge Bank,Technology & Telecom,UK,49794.24,23570.56,26223.68,Paid
INV-100456,2024-10-28,Meridian Health Group,Retail & Consumer,India,68226.66,31372.18,36854.48,Paid
INV-100457,2024-10-16,Apex Manufacturing,Banking & Financial Services,India,30475.17,14370.0,16105.17,Overdue
INV-100458,2024-10-09,Ironclad Public Utilities,Healthcare & Life Sciences,USA,56471.18,36090.65,20380.53,Paid
INV-100459,2024-10-03,Horizon Insurance,Retail & Consumer,USA,103118.9,48886.01,54232.89,Paid
INV-100460,2024-10-23,Meridian Health Group,Retail & Consumer,UK,176322.37,105762.07,70560.3,Paid
INV-100461,2024-10-28,Granite Construction Group,Healthcare & Life Sciences,KSA,181066.51,114516.26,66550.25,Paid
INV-100462,2024-10-21,Vantage Telecom,Technology & Telecom,USA,183314.99,87291.13,96023.86,Paid
INV-100463,2024-10-21,Zenith Media,Public Sector,USA,21212.66,9728.53,11484.13,Outstanding
INV-100464,2024-10-05,Keystone Energy,Technology & Telecom,USA,87014.34,40225.9,46788.44,Paid
INV-100465,2024-10-09,Falcon Aerospace,Retail & Consumer,India,71217.41,40440.59,30776.82,Paid
INV-100466,2024-10-08,Apex Manufacturing,Public Sector,India,12378.93,7738.01,4640.92,Paid
INV-100467,2024-10-07,Willow Pharma,Technology & Telecom,India,152149.42,70790.64,81358.78,Paid
INV-100468,2024-10-22,Ironclad Public Utilities,Retail & Consumer,UK,46697.47,26369.13,20328.34,Paid
INV-100469,2024-10-15,Zenith Media,Banking & Financial Services,India,111065.71,62706.64,48359.07,Paid
INV-100470,2024-10-18,Ironclad Public Utilities,Healthcare & Life Sciences,UK,49333.29,27975.93,21357.36,Paid
INV-100471,2024-10-18,Willow Pharma,Banking & Financial Services,KSA,107993.47,50800.94,57192.53,Paid
INV-100472,2024-10-06,Keystone Energy,Retail & Consumer,KSA,184279.57,92537.24,91742.33,Paid
INV-100473,2024-10-24,Meridian Health Group,Technology & Telecom,India,20208.14,10706.29,9501.85,Paid
INV-100474,2024-10-15,Coral Bay Hospitality,Healthcare & Life Sciences,USA,84616.3,45649.15,38967.15,Paid
INV-100475,2024-10-13,Horizon Insurance,Retail & Consumer,UK,157840.95,96768.24,61072.71,Paid
INV-100476,2024-10-18,Willow Pharma,Banking & Financial Services,India,139512.85,81144.78,58368.07,Paid
INV-100477,2024-10-20,Falcon Aerospace,Banking & Financial Services,UK,55389.05,36796.88,18592.17,Paid
INV-100478,2024-10-06,BlueHarbor Financial,Banking & Financial Services,UK,8519.92,3859.69,4660.23,Paid
INV-100479,2024-10-21,Meridian Health Group,Public Sector,UAE,79594.64,45919.47,33675.17,Paid
INV-100480,2024-10-09,Keystone Energy,Banking & Financial Services,KSA,147429.21,76510.74,70918.47,Outstanding
INV-100481,2024-10-23,BlueHarbor Financial,Banking & Financial Services,USA,53160.76,30799.44,22361.32,Outstanding
INV-100482,2024-10-19,Granite Construction Group,Technology & Telecom,India,12571.99,8538.03,4033.96,Paid
INV-100483,2024-10-07,Coral Bay Hospitality,Technology & Telecom,India,125605.51,85322.79,40282.72,Paid
INV-100484,2024-10-24,Granite Construction Group,Healthcare & Life Sciences,UK,178228.55,106209.14,72019.41,Paid
INV-100485,2024-10-18,Ironclad Public Utilities,Public Sector,UK,133153.19,65650.89,67502.3,Paid
INV-100486,2024-10-13,BlueHarbor Financial,Technology & Telecom,UK,89363.31,52541.17,36822.14,Paid
INV-100487,2024-10-24,BlueHarbor Financial,Technology & Telecom,UAE,8264.73,5615.04,2649.69,Paid
INV-100488,2024-10-02,Keystone Energy,Healthcare & Life Sciences,India,38779.61,25925.33,12854.28,Paid
INV-100489,2024-10-09,Granite Construction Group,Healthcare & Life Sciences,KSA,128368.74,86666.24,41702.5,Overdue
INV-100490,2024-10-24,Ironclad Public Utilities,Public Sector,UAE,20809.58,14095.8,6713.78,Outstanding
INV-100491,2024-10-20,BlueHarbor Financial,Public Sector,KSA,165725.28,93185.85,72539.43,Paid
INV-100492,2024-10-21,Meridian Health Group,Technology & Telecom,UK,116725.47,61316.06,55409.41,Paid
INV-100493,2024-10-06,Horizon Insurance,Technology & Telecom,UAE,56559.56,25801.76,30757.8,Paid
INV-100494,2024-10-12,Vantage Telecom,Retail & Consumer,UAE,89052.05,57513.13,31538.92,Paid
INV-100495,2024-10-02,Keystone Energy,Retail & Consumer,KSA,161734.01,86800.32,74933.69,Paid
INV-100496,2024-10-07,Coral Bay Hospitality,Technology & Telecom,KSA,94662.08,45390.03,49272.05,Paid
INV-100497,2024-10-20,Ironclad Public Utilities,Public Sector,India,138106.35,82567.51,55538.84,Paid
INV-100498,2024-10-15,CedarPoint Logistics,Public Sector,KSA,121166.5,68068.01,53098.49,Paid
INV-100499,2024-10-07,Zenith Media,Retail & Consumer,UAE,60857.61,28015.54,32842.07,Outstanding
INV-100500,2024-11-07,Northbridge Bank,Healthcare & Life Sciences,India,68759.69,42464.59,26295.1,Paid
INV-100501,2024-11-05,Granite Construction Group,Retail & Consumer,India,162875.86,88253.62,74622.24,Paid
INV-100502,2024-11-25,Coral Bay Hospitality,Public Sector,KSA,109361.34,56775.89,52585.45,Paid
INV-100503,2024-11-24,Vantage Telecom,Banking & Financial Services,India,171751.8,88190.85,83560.95,Paid
INV-100504,2024-11-12,CedarPoint Logistics,Technology & Telecom,India,110705.96,54858.55,55847.41,Paid
INV-100505,2024-11-19,Meridian Health Group,Retail & Consumer,USA,89063.95,50670.57,38393.38,Paid
INV-100506,2024-11-01,Vantage Telecom,Banking & Financial Services,KSA,162848.2,73584.22,89263.98,Overdue
INV-100507,2024-11-14,CedarPoint Logistics,Retail & Consumer,KSA,86023.77,51583.74,34440.03,Paid
INV-100508,2024-11-17,Coral Bay Hospitality,Healthcare & Life Sciences,UAE,131610.62,83574.06,48036.56,Paid
